350.000000
1.000000
1
0.000	0.010e-3
0.222	0.010e-3
0.443	0.015e-3
0.665	0.015e-3
0.886	0.010e-3
1.106	0.010e-3
1.362	0.010e-3
1.566	0.010e-3
1.786	0.010e-3
2.015	0.015e-3
2.229	0.015e-3
2.450	0.015e-3
2.672	0.015e-3
2.894	0.025e-3
3.114	0.025e-3
3.335	0.025e-3
3.557	0.015e-3
3.778	0.015e-3
3.999	0.025e-3
4.220	0.025e-3
4.442	0.015e-3
4.663	0.025e-3
4.885	0.025e-3
5.105	0.025e-3
5.327	0.030e-3
5.548	0.035e-3
5.770	0.040e-3
5.991	0.040e-3
6.211	0.040e-3
6.433	0.050e-3
6.654	0.050e-3
6.876	0.050e-3
7.096	0.050e-3
7.318	0.040e-3
7.541	0.040e-3
7.761	0.050e-3
7.981	0.050e-3
8.202	0.040e-3
8.424	0.050e-3
8.646	0.050e-3
8.867	0.055e-3
9.088	0.055e-3
9.310	0.055e-3
9.531	0.055e-3
9.753	0.055e-3
9.975	0.060e-3
10.195	0.060e-3
10.416	0.060e-3
10.638	0.060e-3
10.859	0.065e-3
11.081	0.065e-3
11.301	0.075e-3
11.523	0.075e-3
11.744	0.075e-3
11.966	0.080e-3
12.186	0.080e-3
12.407	0.080e-3
12.629	0.085e-3
12.851	0.090e-3
13.072	0.090e-3
13.292	0.100e-3
13.514	0.105e-3
13.735	0.105e-3
13.957	0.110e-3
14.177	0.115e-3
14.398	0.115e-3
14.622	0.115e-3
14.842	0.125e-3
15.062	0.125e-3
15.283	0.130e-3
15.505	0.130e-3
15.727	0.130e-3
15.948	0.130e-3
16.168	0.130e-3
16.390	0.130e-3
16.611	0.140e-3
16.833	0.140e-3
17.055	0.140e-3
17.275	0.140e-3
17.496	0.150e-3
17.718	0.150e-3
17.939	0.150e-3
18.161	0.160e-3
18.381	0.155e-3
18.603	0.160e-3
18.824	0.160e-3
19.046	0.160e-3
19.267	0.160e-3
19.487	0.160e-3
19.709	0.160e-3
19.930	0.155e-3
20.152	0.155e-3
20.372	0.150e-3
20.594	0.150e-3
20.815	0.150e-3
21.037	0.150e-3
21.257	0.135e-3
21.478	0.125e-3
21.702	0.115e-3
21.922	0.110e-3
22.142	0.105e-3
22.365	0.090e-3
22.585	0.085e-3
22.806	0.085e-3
23.028	0.075e-3
23.248	0.065e-3
23.470	0.055e-3
23.691	0.040e-3
23.913	0.035e-3
24.133	0.030e-3
24.356	0.015e-3
24.576	0.005e-3
24.822	-0.010e-3
25.068	-0.040e-3
25.313	-0.055e-3
25.559	-0.075e-3
25.805	-0.085e-3
26.052	-0.090e-3
26.299	-0.110e-3
26.544	-0.130e-3
26.790	-0.150e-3
27.036	-0.165e-3
27.282	-0.185e-3
27.527	-0.190e-3
27.773	-0.210e-3
28.019	-0.240e-3
28.266	-0.265e-3
28.510	-0.305e-3
28.756	-0.330e-3
29.003	-0.355e-3
29.249	-0.385e-3
29.495	-0.410e-3
29.740	-0.435e-3
29.986	-0.465e-3
30.232	-0.480e-3
30.477	-0.490e-3
30.723	-0.490e-3
30.969	-0.525e-3
31.215	-0.535e-3
31.460	-0.550e-3
31.706	-0.555e-3
31.952	-0.580e-3
32.199	-0.590e-3
32.443	-0.600e-3
32.690	-0.610e-3
32.936	-0.640e-3
33.182	-0.675e-3
33.428	-0.730e-3
33.673	-0.735e-3
33.919	-0.755e-3
34.165	-0.760e-3
34.410	-0.795e-3
34.656	-0.825e-3
34.902	-0.850e-3
35.148	-0.880e-3
35.395	-0.920e-3
35.640	-0.960e-3
35.885	-0.975e-3
36.132	-0.985e-3
36.378	-1.000e-3
36.623	-1.010e-3
36.869	-1.025e-3
37.115	-1.060e-3
37.361	-1.070e-3
37.606	-1.095e-3
37.852	-1.120e-3
38.098	-1.150e-3
38.345	-1.175e-3
38.589	-1.205e-3
38.835	-1.220e-3
39.081	-1.225e-3
39.328	-1.210e-3
39.574	-1.245e-3
39.819	-1.245e-3
40.065	-1.245e-3
40.311	-1.255e-3
40.556	-1.250e-3
40.802	-1.245e-3
41.048	-1.250e-3
41.294	-1.260e-3
41.539	-1.275e-3
41.785	-1.285e-3
42.031	-1.325e-3
42.278	-1.320e-3
42.523	-1.335e-3
42.770	-1.335e-3
43.015	-1.350e-3
43.261	-1.350e-3
43.507	-1.360e-3
43.753	-1.380e-3
43.999	-1.360e-3
44.245	-1.350e-3
44.492	-1.360e-3
44.736	-1.360e-3
44.982	-1.375e-3
45.228	-1.385e-3
45.475	-1.420e-3
45.719	-1.470e-3
45.966	-1.495e-3
46.212	-1.500e-3
46.458	-1.495e-3
46.704	-1.485e-3
46.949	-1.485e-3
47.195	-1.500e-3
47.441	-1.525e-3
47.688	-1.510e-3
47.932	-1.500e-3
48.178	-1.500e-3
48.423	-1.535e-3
48.671	-1.525e-3
48.917	-1.510e-3
49.161	-1.520e-3
49.408	-1.510e-3
49.653	-1.460e-3
49.899	-1.430e-3
50.145	-1.360e-3
50.391	-1.355e-3
50.637	-1.400e-3
50.883	-1.470e-3
51.128	-1.595e-3
51.374	-1.695e-3
51.619	-1.760e-3
51.865	-1.825e-3
52.112	-1.880e-3
52.358	-1.955e-3
52.604	-2.060e-3
52.849	-2.170e-3
53.095	-2.280e-3
53.341	-2.400e-3
53.587	-2.490e-3
53.832	-2.550e-3
54.078	-2.580e-3
54.324	-2.580e-3
54.570	-2.575e-3
54.815	-2.550e-3
55.061	-2.470e-3
55.307	-2.420e-3
55.554	-2.355e-3
55.800	-2.300e-3
56.045	-2.235e-3
56.291	-2.180e-3
56.537	-2.100e-3
56.783	-2.060e-3
57.028	-2.000e-3
57.274	-1.960e-3
57.520	-1.920e-3
57.767	-1.905e-3
58.011	-1.855e-3
58.257	-1.810e-3
58.503	-1.750e-3
58.749	-1.750e-3
58.994	-1.705e-3
59.241	-1.675e-3
59.487	-1.635e-3
59.733	-1.610e-3
59.978	-1.620e-3
60.224	-1.635e-3
60.470	-1.660e-3
60.716	-1.660e-3
60.961	-1.685e-3
61.208	-1.675e-3
61.454	-1.650e-3
61.701	-1.625e-3
61.947	-1.560e-3
62.191	-1.485e-3
62.437	-1.425e-3
62.684	-1.400e-3
62.930	-1.360e-3
63.175	-1.335e-3
63.421	-1.370e-3
63.667	-1.430e-3
63.912	-1.510e-3
64.158	-1.580e-3
64.404	-1.635e-3
64.650	-1.645e-3
64.897	-1.660e-3
65.141	-1.660e-3
65.388	-1.645e-3
65.634	-1.595e-3
65.880	-1.535e-3
66.126	-1.460e-3
66.371	-1.405e-3
66.617	-1.355e-3
66.863	-1.355e-3
67.108	-1.395e-3
67.354	-1.525e-3
67.600	-1.660e-3
67.847	-1.750e-3
68.091	-1.820e-3
68.337	-1.820e-3
68.583	-1.830e-3
68.830	-1.845e-3
69.076	-1.875e-3
69.321	-1.880e-3
69.567	-1.850e-3
69.813	-1.825e-3
70.059	-1.775e-3
70.304	-1.750e-3
70.550	-1.725e-3
70.796	-1.725e-3
71.042	-1.705e-3
71.287	-1.685e-3
71.534	-1.635e-3
71.780	-1.600e-3
72.026	-1.550e-3
72.272	-1.530e-3
72.517	-1.460e-3
72.763	-1.355e-3
73.009	-1.145e-3
73.254	-0.785e-3
73.500	-0.475e-3
73.746	-0.300e-3
73.992	-0.430e-3
74.237	-0.860e-3
74.483	-1.360e-3
74.729	-1.735e-3
74.976	-1.985e-3
75.222	-2.175e-3
75.467	-2.320e-3
75.713	-2.345e-3
75.959	-2.285e-3
76.205	-2.170e-3
76.450	-2.000e-3
76.696	-1.900e-3
76.942	-1.825e-3
77.187	-1.725e-3
77.433	-1.620e-3
77.679	-1.575e-3
77.925	-1.570e-3
78.172	-1.550e-3
