720.000000
0.600000
-1
0.000	2.9410e-3
0.246	2.9610e-3
0.491	2.9820e-3
0.737	3.0050e-3
0.983	3.0300e-3
1.229	3.0480e-3
1.474	3.0670e-3
1.720	3.0850e-3
1.966	3.1110e-3
2.213	3.1410e-3
2.459	3.1670e-3
2.704	3.1910e-3
2.950	3.2020e-3
3.196	3.2030e-3
3.442	3.2030e-3
3.687	3.2080e-3
3.933	3.2080e-3
4.179	3.2010e-3
4.424	3.1950e-3
4.670	3.1860e-3
4.917	3.1730e-3
5.164	3.1600e-3
5.410	3.1370e-3
5.654	3.1150e-3
5.901	3.0970e-3
6.147	3.0670e-3
6.393	3.0460e-3
6.638	3.0210e-3
6.884	2.9880e-3
7.130	2.9630e-3
7.376	2.9480e-3
7.621	2.9300e-3
7.867	2.9100e-3
8.113	2.8910e-3
8.360	2.8680e-3
8.606	2.8470e-3
8.851	2.8320e-3
9.097	2.8070e-3
9.343	2.7870e-3
9.589	2.7780e-3
9.834	2.7620e-3
10.080	2.7560e-3
10.326	2.7500e-3
10.571	2.7320e-3
10.817	2.7120e-3
11.063	2.6970e-3
11.309	2.6810e-3
11.554	2.6630e-3
11.800	2.6500e-3
12.047	2.6410e-3
12.293	2.6360e-3
12.539	2.6220e-3
12.784	2.6180e-3
13.030	2.6130e-3
13.276	2.6120e-3
13.522	2.6060e-3
13.767	2.5950e-3
14.013	2.5880e-3
14.259	2.5900e-3
14.506	2.5900e-3
14.750	2.5970e-3
14.996	2.5930e-3
15.242	2.5880e-3
15.489	2.5870e-3
15.734	2.5830e-3
15.980	2.5820e-3
16.226	2.5920e-3
16.472	2.5870e-3
16.717	2.5830e-3
16.963	2.5870e-3
17.209	2.5820e-3
17.455	2.5880e-3
17.700	2.5970e-3
17.946	2.6050e-3
18.193	2.6130e-3
18.439	2.6220e-3
18.685	2.6260e-3
18.929	2.6300e-3
19.176	2.6310e-3
19.422	2.6360e-3
19.668	2.6380e-3
19.913	2.6430e-3
20.159	2.6500e-3
20.405	2.6510e-3
20.650	2.6600e-3
20.896	2.6720e-3
21.142	2.6820e-3
21.388	2.6920e-3
21.633	2.6950e-3
21.881	2.7050e-3
22.126	2.7200e-3
22.372	2.7350e-3
22.619	2.7470e-3
22.865	2.7560e-3
23.110	2.7660e-3
23.356	2.7810e-3
23.602	2.7870e-3
23.847	2.7970e-3
24.093	2.7980e-3
24.340	2.8070e-3
24.586	2.8230e-3
24.830	2.8410e-3
25.076	2.8570e-3
25.323	2.8750e-3
25.569	2.8870e-3
25.815	2.8860e-3
26.060	2.8870e-3
26.306	2.8880e-3
26.552	2.8950e-3
26.798	2.9050e-3
27.043	2.9030e-3
27.289	2.9170e-3
27.535	2.9250e-3
27.780	2.9500e-3
28.026	2.9560e-3
28.273	2.9560e-3
28.519	2.9530e-3
28.764	2.9550e-3
29.009	2.9600e-3
29.256	2.9610e-3
29.502	2.9610e-3
29.748	2.9700e-3
29.993	2.9730e-3
30.239	2.9810e-3
30.485	2.9780e-3
30.731	2.9820e-3
30.976	2.9930e-3
31.222	3.0020e-3
31.469	3.0100e-3
31.715	3.0180e-3
31.961	3.0400e-3
32.206	3.0670e-3
32.452	3.0930e-3
32.698	3.1210e-3
32.944	3.1580e-3
33.189	3.2030e-3
33.435	3.2730e-3
