p1,p2,tilt
0.0633333333,0.1236111111,0.15742670010761103
0.0633333333,0.1284722222,0.2011631483845225
0.0633333333,0.1333333333,0.07599332209427319
0.0633333333,0.1381944444,0.06388677204205774
0.0633333333,0.1430555556,0.07709016448275421
0.0633333333,0.1479166667,0.031026060219739107
0.0633333333,0.1527777778,0.23244727444146346
0.0633333333,0.1576388889,0.2299761881555069
0.0633333333,0.1625,0.36661069051282397
0.0633333333,0.1673611111,0.5741861711666227
0.0633333333,0.1722222222,0.5986211076631883
0.0633333333,0.1770833333,0.7490049218871189
0.0633333333,0.1819444444,0.8634157677243909
0.0633333333,0.1868055556,1.160017403437843
0.0633333333,0.1916666667,1.0936035473018753
0.0633333333,0.1965277778,1.3466854477285022
0.0633333333,0.2013888889,1.542552483312929
0.0633333333,0.20625,1.6077272059454608
0.0633333333,0.2111111111,1.7351247634362699
0.0633333333,0.2159722222,1.800510334912859
0.0633333333,0.2208333333,2.094873629262461
0.0633333333,0.2256944444,2.1263787215571974
0.0633333333,0.2305555556,2.299339765436969
0.0633333333,0.2354166667,2.4056679977843842
0.0633333333,0.2402777778,2.5235211290658746
0.0633333333,0.2451388889,2.5818065319644705
0.0633333333,0.25,2.818653724114339
0.065,0.075,0.6581259493572551
0.065,0.0798611111,0.01468360046776763
0.065,0.0847222222,0.07419448880887308
0.065,0.0895833333,0.041183911490469356
0.065,0.0944444444,0.24395411503896702
0.065,0.0993055556,0.403453297918694
0.065,0.1041666667,0.3745974013905847
0.065,0.1090277778,0.41889330721790025
0.065,0.1138888889,0.4710901626670135
0.065,0.11875,0.38530974723550826
0.065,0.1236111111,0.3228381747707576
0.065,0.1284722222,0.32179713585619546
0.065,0.1333333333,0.19299035091271202
0.065,0.1381944444,0.0894697122244909
0.065,0.1430555556,0.009998814150038728
0.065,0.1479166667,0.22825802287701735
0.065,0.1527777778,0.4769790720550118
0.065,0.1576388889,0.3826160866660451
0.065,0.1625,0.6136537009909303
0.065,0.1673611111,0.7118033393537014
0.065,0.1722222222,0.860309041502984
0.065,0.1770833333,1.0118699467478147
0.065,0.1819444444,1.1844333559400395
0.065,0.1868055556,1.3019071951821197
0.065,0.1916666667,1.4077905002717932
0.065,0.1965277778,1.5730382420078903
0.065,0.2013888889,1.6604054005434943
0.065,0.20625,1.8303268505875474
0.065,0.2111111111,1.8679606265193665
0.065,0.2159722222,2.0425332781706236
0.065,0.2208333333,2.2284543344392858
0.065,0.2256944444,2.273107494395762
0.065,0.2305555556,2.4595207313331793
0.065,0.2354166667,2.506461959331267
0.065,0.2402777778,2.560183112374866
0.065,0.2451388889,2.7035112092433136
0.065,0.25,2.8502712533128545
0.0666666667,0.075,0.4797811817300844
0.0666666667,0.0798611111,0.1232149176914674
0.0666666667,0.0847222222,0.13130592207155015
0.0666666667,0.0895833333,0.02059905642557531
0.0666666667,0.0944444444,0.31646519643074705
0.0666666667,0.0993055556,0.4598459834898077
0.0666666667,0.1041666667,0.434097072594708
0.0666666667,0.1090277778,0.4700452450862802
0.0666666667,0.1138888889,0.5198402424975015
0.0666666667,0.11875,0.42380821562577026
0.0666666667,0.1236111111,0.34506557015989625
0.0666666667,0.1284722222,0.3577017757037462
0.0666666667,0.1333333333,0.19922654280622065
0.0666666667,0.1381944444,0.0758235497827084
0.0666666667,0.1430555556,0.07572757830109637
0.0666666667,0.1479166667,0.18581444282591575
0.0666666667,0.1527777778,0.3599342259710213
0.0666666667,0.1576388889,0.4306402418219521
0.0666666667,0.1625,0.5773181342271615
0.0666666667,0.1673611111,0.6791573938205311
0.0666666667,0.1722222222,0.755346077864611
0.0666666667,0.1770833333,0.9786006751030807
0.0666666667,0.1819444444,1.155202120703423
0.0666666667,0.1868055556,1.2754152740441824
0.0666666667,0.1916666667,1.2698444026750881
0.0666666667,0.1965277778,1.545364602601387
0.0666666667,0.2013888889,1.751611433139309
0.0666666667,0.20625,1.8098373461449244
0.0666666667,0.2111111111,1.8495383929364675
0.0666666667,0.2159722222,2.134346960482317
0.0666666667,0.2208333333,2.3346696925101407
0.0666666667,0.2256944444,2.3513513095923297
0.0666666667,0.2305555556,2.407384957581074
0.0666666667,0.2354166667,2.7062893559413306
0.0666666667,0.2402777778,2.6980895100757425
0.0666666667,0.2451388889,2.885603544225576
0.0666666667,0.25,3.0662347271298556
0.0683333333,0.075,1.1902758171858339
0.0683333333,0.0798611111,0.10869582980229406
0.0683333333,0.0847222222,0.009609243687408491
0.0683333333,0.0895833333,0.06323708653517175
0.0683333333,0.0944444444,0.22378877146951473
0.0683333333,0.0993055556,0.4339584990781047
0.0683333333,0.1041666667,0.3757453121388555
0.0683333333,0.1090277778,0.414228142677793
0.0683333333,0.1138888889,0.473227725165012
0.0683333333,0.11875,0.38859373384015033
0.0683333333,0.1236111111,0.3238077084371945
0.0683333333,0.1284722222,0.3254327325232751
0.0683333333,0.1333333333,0.18112186876543665
0.0683333333,0.1381944444,0.06199134093976836
0.0683333333,0.1430555556,0.04956604369080002
0.0683333333,0.1479166667,0.19800332999823927
0.0683333333,0.1527777778,0.4344605207106129
0.0683333333,0.1576388889,0.4277244210257001
